fileName	sampleID	read	Bacteroidales	Flavobacteriales	Sphingobacteriales	Cytophagales	Clostridiales	Lactobacillales	Bacillales	Erysipelotrichales	Selenomonadales	Verrucomicrobiales	Coriobacteriales	Actinomycetales	Bifidobacteriales	Solirubrobacterales	Nitriliruptorales	Spirochaetales	Fusobacteriales	Campylobacterales	Pasteurellales	Enterobacteriales	Oceanospirillales	Cardiobacteriales	Pseudomonadales	Vibrionales	Xanthomonadales	Alteromonadales	Chromatiales	Aeromonadales	Legionellales	Neisseriales	Burkholderiales	Methylophilales	Desulfovibrionales	Bdellovibrionales	Myxococcales	Desulfobacterales	Sphingomonadales	Rhizobiales	Caulobacterales	Rhodobacterales	Rhodospirillales	Synergistales	Mycoplasmatales	Deinococcales	Thermotogales	Planctomycetales	Victivallales	Desulfurococcales
76_R1.fasta	76	1	7025	0	0	0	5242	6044	7	808	1	1462	70	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76_R2.fasta	76	2	6915	0	0	0	5242	5984	7	1028	1	1453	69	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77_R1.fasta	77	1	14515	1	6	0	27481	2237	12	1241	406	403	9	30	0	0	0	1	230	33	2	236	7	0	5	7	0	0	0	0	0	74	403	0	28	0	1	0	5	2	8	0	0	45	0	0	0	0	0	0
77_R2.fasta	77	2	14336	1	6	0	27580	2202	11	1207	395	398	8	29	0	0	0	1	230	32	2	229	4	0	5	7	0	0	0	0	0	72	388	0	18	0	0	0	10	2	7	0	0	44	0	0	0	0	0	0
78_R1.fasta	78	1	6547	1	0	0	11310	7114	0	611	0	1030	62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78_R2.fasta	78	2	6490	1	0	0	11475	6968	0	766	0	1025	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79_R1.fasta	79	1	21102	0	0	0	13865	2190	0	2163	0	2215	15	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79_R2.fasta	79	2	20766	0	0	0	13924	2132	0	2406	0	2211	15	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7_R1.fasta	7	1	11530	0	0	0	11938	6768	3	1690	1	2028	21	5	0	0	0	0	0	0	0	337	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
7_R2.fasta	7	2	11360	0	0	0	11920	6656	2	1980	0	2029	21	5	0	0	0	0	0	0	0	331	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
80_R1.fasta	80	1	16382	4	0	0	13173	2659	0	1355	1	2512	17	7	1	0	0	0	5	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80_R2.fasta	80	2	16114	4	0	0	13197	2650	0	1640	1	2502	17	7	0	0	0	0	5	0	0	342	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81_R1.fasta	81	1	14653	1	0	0	15107	2938	0	1857	4	2366	17	0	5	0	0	0	3	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81_R2.fasta	81	2	14519	1	0	0	15123	2913	0	2111	4	2375	16	0	3	0	0	0	3	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82_R1.fasta	82	1	18289	4	0	0	15173	402	0	2373	3	2926	168	2	0	0	0	0	1	0	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82_R2.fasta	82	2	18100	4	0	0	15190	397	0	2815	3	2925	167	2	0	0	0	0	1	0	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83_R1.fasta	83	1	19587	0	0	0	12186	763	0	1102	0	1763	21	1	0	0	0	0	2	0	3	110	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83_R2.fasta	83	2	19399	0	0	0	12182	754	0	1180	1	1764	21	1	0	0	0	0	2	0	3	103	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84_R1.fasta	84	1	5609	1	0	0	14190	8367	0	1241	0	1	1	5	0	0	0	0	3	0	2	1463	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84_R2.fasta	84	2	5537	1	0	0	14225	8220	0	1226	0	2	1	4	0	0	0	0	3	0	2	1428	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85_R1.fasta	85	1	10811	0	0	0	10604	6747	0	769	0	167	242	0	1	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85_R2.fasta	85	2	10635	0	0	0	10577	6632	0	1082	0	161	239	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86_R1.fasta	86	1	12753	0	0	0	9969	3546	0	1137	0	1097	73	1	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
86_R2.fasta	86	2	12580	0	0	0	9909	3560	0	1183	0	1092	75	1	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87_R1.fasta	87	1	698	1	0	0	661	323	2	56	2	17	12	2	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87_R2.fasta	87	2	688	1	0	0	661	321	2	66	2	17	12	2	0	0	0	0	3	0	0	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
88_R1.fasta	88	1	1	0	0	0	2	17	1	0	1	0	0	4	0	0	0	0	1	0	0	48403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88_R2.fasta	88	2	1	0	0	0	1	16	1	0	1	0	0	4	0	0	0	0	1	0	0	47811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89_R1.fasta	89	1	1	0	0	0	1	4	0	0	5	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89_R2.fasta	89	2	0	0	0	0	1	5	0	0	5	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8_R1.fasta	8	1	7718	0	0	0	11118	274	0	1916	0	2367	0	2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8_R2.fasta	8	2	7616	0	0	0	11125	274	0	1845	0	2371	0	2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90_R1.fasta	90	1	4862	0	0	0	4939	27093	0	1284	0	287	11	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90_R2.fasta	90	2	4810	0	0	0	4946	26947	0	1473	0	286	12	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91_R1.fasta	91	1	11316	0	82	0	21317	3216	191	1641	616	296	28	409	0	0	0	0	0	0	0	712	15	0	51	39	35	0	0	0	0	588	256	0	0	0	0	0	66	0	58	0	0	0	0	0	0	0	0	0
91_R2.fasta	91	2	11215	0	83	0	21341	3218	222	1872	602	297	28	399	0	0	0	0	0	0	0	703	14	0	50	37	33	0	0	0	0	581	246	0	0	0	0	0	216	0	30	0	0	0	0	0	0	0	0	2
92_R1.fasta	92	1	10954	0	0	0	17807	4391	0	56	0	11681	124	0	245	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92_R2.fasta	92	2	10815	0	0	0	17840	4366	0	55	0	11667	123	0	194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93_R1.fasta	93	1	16358	0	0	0	15941	9585	0	141	0	10285	154	19	169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93_R2.fasta	93	2	16135	0	0	0	16015	9412	0	140	0	10283	154	20	141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94_R1.fasta	94	1	12230	0	0	0	9414	22057	4	28	0	2673	213	2	184	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94_R2.fasta	94	2	12055	0	0	0	9414	21782	4	28	0	2692	212	2	152	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95_R1.fasta	95	1	21041	0	0	0	10375	14037	0	9	1	6053	528	2	87	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95_R2.fasta	95	2	20752	0	0	0	10396	13831	0	9	1	6059	519	1	72	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96_R1.fasta	96	1	15506	0	0	0	10911	5391	8	26	0	8865	141	1	152	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
96_R2.fasta	96	2	15245	0	0	0	10904	5274	6	27	0	8887	138	1	120	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
97_R1.fasta	97	1	22514	0	0	0	11905	4326	0	1402	0	1524	65	1	28	0	0	0	0	0	1	428	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97_R2.fasta	97	2	22200	0	0	0	11943	4269	0	1648	0	1518	62	1	26	0	0	0	0	0	1	413	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98_R1.fasta	98	1	7043	0	0	0	11016	12807	0	2008	0	74	104	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98_R2.fasta	98	2	6972	0	0	0	10993	12636	0	2109	0	74	99	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99_R1.fasta	99	1	19396	1	0	0	14679	3797	0	1384	0	4859	62	6	0	0	0	0	2	2	0	151	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99_R2.fasta	99	2	19137	1	0	0	14721	3743	0	1631	0	4874	62	6	0	0	0	0	2	2	0	147	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9_R1.fasta	9	1	12234	0	0	0	22609	970	0	2466	0	2952	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9_R2.fasta	9	2	11985	0	0	0	23055	952	0	2411	0	2973	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
